fingerprint_hash,major_hash,minor_hash,version
ed64960fefb83c9ca32bf9a737facce08dcf62324e7d52590c9b05684b024560,,bb89b6ec7eab7283bd8d5991ca139878960a5eea0b2c14ab64f68ac881c9f334,1.0.0
